Price,Close,High,Low,Open,Volume,MA20,MA50,RSI,Signal,Equity
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,
Date,,,,,,,,,,
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,9304.7388671875,9299.84685546875,39.2761002937069,0,100000.0
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,9266.394921875,9307.82205078125,38.42386416626137,-1,100000.0
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,9215.170947265626,9307.44037109375,35.65240845633714,0,102330.39986032202
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,9136.06962890625,9290.7465234375,21.30881060380989,0,111120.02832097288
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,9025.15205078125,9275.09451171875,21.931462591784083,0,113142.17961230369
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,8938.969189453124,9260.13625,24.25436774493275,0,113294.71421412886
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,8854.116918945312,9243.446962890624,29.90090040100587,0,113276.07157190284
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,8618.334252929688,9169.245205078125,13.089395224234735,0,145510.95558983274
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,8413.360522460938,9112.389033203124,22.474430385088098,0,145510.95558983274
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,8177.153051757812,9047.487666015624,21.375222433354693,0,145510.95558983274
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,7964.26005859375,8987.97701171875,23.982441355304886,0,145510.95558983274
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,7747.8988037109375,8916.330009765625,18.72273192309767,0,145510.95558983274
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,7568.154150390625,8842.6462109375,21.69383262629644,0,145510.95558983274
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,7390.8513671875,8760.24318359375,21.96628522497275,0,145510.95558983274
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,7266.788256835937,8697.734443359375,29.0807311577433,0,145510.95558983274
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,7146.751733398438,8631.530146484374,28.706815510578323,0,145510.95558983274
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,7027.882348632813,8568.220888671874,29.56320258048639,0,145510.95558983274
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,6875.911596679687,8496.968486328125,31.6880244753186,0,145510.95558983274
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,6757.338037109375,8438.40748046875,38.61736969183971,0,145510.95558983274
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,6656.31591796875,8387.233125,41.517708395757175,0,145510.95558983274
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,6536.430932617188,8337.235126953125,41.18369874087227,0,145510.95558983274
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,6416.125659179687,8279.295458984376,71.43202615272429,0,145510.95558983274
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,6294.11787109375,8214.095390625,62.1582019796967,0,145510.95558983274
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,6200.821752929687,8143.020400390625,64.50803664109431,0,145510.95558983274
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,6100.741674804687,8064.158876953125,57.12244882149166,0,145510.95558983274
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,6026.747290039062,7990.422236328125,68.38760245198397,0,145510.95558983274
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,5953.1080078125,7922.062900390625,66.63333199869679,0,145510.95558983274
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,6034.907421875,7850.033701171875,67.9965789009276,0,145510.95558983274
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,6096.403295898437,7779.38509765625,59.922270800514575,0,145510.95558983274
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,6173.054345703125,7709.765244140625,58.655091962017096,0,145510.95558983274
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,6246.814965820313,7640.873466796875,60.63409221427534,0,145510.95558983274
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,6335.647436523437,7578.90755859375,66.39481809806644,0,145510.95558983274
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,6437.955029296875,7525.65451171875,65.14092595322859,0,145510.95558983274
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,6534.853833007813,7475.379951171875,58.486343598115326,0,145510.95558983274
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,6591.99912109375,7419.222001953125,62.06717652410906,0,145510.95558983274
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,6647.1646728515625,7372.5960546875,60.83545285872587,0,145510.95558983274
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,6681.186010742187,7317.73640625,56.840202462085635,0,145510.95558983274
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,6732.627416992187,7261.18923828125,61.54692906957848,0,145510.95558983274
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,6760.366259765625,7207.34744140625,71.29543358610228,0,145510.95558983274
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,6765.877954101563,7145.757880859375,59.9742456627824,0,145510.95558983274
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,6773.94619140625,7089.602939453125,59.729028918327494,0,145510.95558983274
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,6770.229663085937,7035.61103515625,50.838346482253534,0,145510.95558983274
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,6802.5799560546875,7001.536669921875,56.7464629262153,0,145510.95558983274
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,6845.2794921875,6967.770478515625,57.70086951402608,0,145510.95558983274
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,6912.060595703125,6939.474677734375,58.18619059699002,0,145510.95558983274
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,6950.03974609375,6911.272998046875,58.38607168742515,1,145510.95558983274
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,6972.2054443359375,6877.6630859375,41.14666215400093,0,139287.9659083794
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,6985.882788085937,6837.87615234375,42.9763838224771,0,139254.8690522338
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,7002.061938476562,6804.464580078125,45.041416324200476,0,144049.30789774784
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,7036.87880859375,6777.954150390625,52.58629099649728,0,150374.52328238726
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,7071.0474853515625,6747.3969140625,65.9240513566439,0,152827.08037190672
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,7109.987817382813,6716.344716796875,66.41890274862087,0,153212.34398491975
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,7130.392114257813,6691.742978515625,66.38664189732887,0,155437.3045987648
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725,7161.3514404296875,6685.49267578125,72.08207539208293,0,157779.71013301433
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921,7184.999438476562,6683.16095703125,72.31712860666102,0,158011.60554342245
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203,7259.946875,6700.98712890625,86.53192950218416,0,178129.33535827466
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541,7349.59990234375,6715.929599609375,79.39307067046299,0,178129.33535827466
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997,7449.88408203125,6793.809169921875,81.48921697908494,0,178129.33535827466
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683,7550.759326171875,6862.306962890625,81.23766776944447,0,178129.33535827466
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174,7653.380883789063,6936.249013671875,80.57206482049561,0,178129.33535827466
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276,7756.8922119140625,7006.65580078125,90.59457809063221,0,178129.33535827466
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663,7874.940234375,7086.427607421875,90.98012126851954,0,178129.33535827466
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931,7982.538110351563,7167.29025390625,91.07934187030685,0,178129.33535827466
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,8125.3048095703125,7261.55185546875,92.18431400095729,0,178129.33535827466
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,8254.554858398438,7334.581318359375,88.49513087590758,0,178129.33535827466
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,8374.778442382812,7402.483681640625,81.56097208870057,0,178129.33535827466
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,8468.50205078125,7453.910966796875,63.68293549340814,0,178129.33535827466
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,8554.57568359375,7509.341787109375,60.146265676567864,0,178129.33535827466
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,8638.939184570312,7557.1050390625,61.97643682837843,0,178129.33535827466
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023,8730.952319335938,7607.8087109375,56.449372178591055,0,178129.33535827466
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637,8840.093359375,7668.861884765625,63.58609459321384,0,178129.33535827466
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327,8928.006420898437,7721.097021484375,55.57519874039252,0,178129.33535827466
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408,9012.863745117187,7779.241328125,54.758651054110736,0,178129.33535827466
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663,9106.620654296876,7847.812236328125,59.02559513971607,0,178129.33535827466
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896,9202.596484375,7923.902880859375,59.410762971238206,0,178129.33535827466
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955,9248.996484375,7989.886806640625,58.568090403783934,0,178129.33535827466
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703,9292.21787109375,8051.573544921875,53.043215789497076,0,178129.33535827466
2020-05-21,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532,9303.067626953125,8101.073251953125,38.94926641614577,0,178129.33535827466
2020-05-22,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699,9312.766650390626,8148.8523046875,41.5960484465152,0,178129.33535827466
2020-05-23,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812,9328.357568359375,8198.370302734374,44.80986094791991,0,178129.33535827466
2020-05-24,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300,9322.24326171875,8236.827119140626,50.51629373833392,0,178129.33535827466
2020-05-25,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264,9317.436474609374,8279.14322265625,54.69649582269166,0,178129.33535827466
2020-05-26,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947,9295.751025390626,8310.40865234375,50.49033626145421,0,178129.33535827466
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902,9257.2259765625,8350.500712890625,48.516297520252,0,178129.33535827466
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114,9241.380224609375,8394.333759765625,46.388434960218206,0,178129.33535827466
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044,9233.6416015625,8437.074453125,52.16625479683101,0,178129.33535827466
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141,9280.840771484374,8493.77287109375,55.83163928721865,0,178129.33535827466
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299,9323.80390625,8545.8123828125,46.143361972869734,0,178129.33535827466
2020-06-01,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068,9391.94345703125,8609.73591796875,56.5407819428211,0,178129.33535827466
2020-06-02,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109,9404.93427734375,8663.431240234375,47.51194295674096,0,178129.33535827466
2020-06-03,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262,9401.08408203125,8719.717041015625,51.703789926705646,0,178129.33535827466
2020-06-04,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072,9424.7060546875,8782.887578125,59.90903579232119,0,178129.33535827466
2020-06-05,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646,9439.13203125,8833.862158203125,56.59477071714682,0,178129.33535827466
2020-06-06,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222,9438.279052734375,8885.012060546875,56.092906725336775,0,178129.33535827466
2020-06-07,9758.8525390625,9768.498046875,9458.150390625,9653.0029296875,25015250846,9439.892919921875,8935.035810546875,64.52847160164663,0,178129.33535827466
2020-06-08,9771.4892578125,9782.306640625,9675.8857421875,9760.0634765625,21486346312,9442.015478515625,8986.677099609375,63.386817862074516,0,178129.33535827466
2020-06-09,9795.7001953125,9836.369140625,9664.7197265625,9774.3603515625,23717842783,9455.651416015626,9044.95193359375,65.09760695141615,0,178129.33535827466
2020-06-10,9870.0947265625,9908.896484375,9728.291015625,9794.119140625,25706567601,9495.06806640625,9104.74736328125,61.84027844198941,0,178129.33535827466
2020-06-11,9321.78125,9938.2978515625,9263.0693359375,9870.078125,30247143440,9502.028271484374,9148.838837890626,46.72439431915736,0,178129.33535827466
2020-06-12,9480.84375,9540.4658203125,9285.8515625,9320.6904296875,22610564515,9515.606103515625,9189.861220703126,50.65475546406086,0,178129.33535827466
2020-06-13,9475.27734375,9493.2119140625,9396.009765625,9480.7353515625,17564322315,9549.8515625,9228.34875,46.15830950954207,0,178129.33535827466
2020-06-14,9386.7880859375,9482.2705078125,9347.59375,9477.5537109375,18991732746,9573.84423828125,9264.685791015625,48.663868602238566,0,178129.33535827466
2020-06-15,9450.7021484375,9504.8603515625,8990.17578125,9386.03515625,26699704768,9604.626708984375,9300.102490234374,33.23441350013526,0,178129.33535827466
2020-06-16,9538.0244140625,9579.4306640625,9400.4453125,9454.2666015625,21565537209,9622.47705078125,9334.95095703125,50.25902207933991,0,178129.33535827466
2020-06-17,9480.2548828125,9540.4228515625,9327.33984375,9533.7841796875,20177709879,9620.20224609375,9368.4148828125,44.18661213753592,0,178129.33535827466
2020-06-18,9411.8408203125,9482.7822265625,9328.3955078125,9481.5673828125,17770083003,9618.8380859375,9380.6309375,36.52095661200255,0,178129.33535827466
2020-06-19,9288.0185546875,9440.8759765625,9274.2958984375,9410.2939453125,19632223107,9598.218310546876,9393.220234375,36.80888018371852,0,178129.33535827466
2020-06-20,9332.3408203125,9394.9716796875,9247.3798828125,9290.9599609375,17130541557,9591.782421875,9402.57171875,39.0208957693958,0,178129.33535827466
2020-06-21,9303.6298828125,9401.107421875,9300.4306640625,9330.9267578125,15324301169,9548.60048828125,9408.8723828125,33.58906547925838,0,178129.33535827466
2020-06-22,9648.7177734375,9655.0732421875,9296.8720703125,9300.9150390625,21104009514,9554.54619140625,9423.89736328125,46.4298168988326,0,178129.33535827466
2020-06-23,9629.658203125,9670.541015625,9547.2470703125,9644.076171875,17006433272,9553.193212890625,9438.23744140625,45.157004906599155,0,178129.33535827466
2020-06-24,9313.6103515625,9680.3671875,9278.2333984375,9632.1494140625,18961716076,9528.84189453125,9444.4482421875,35.774229046296156,0,178129.33535827466
2020-06-25,9264.8134765625,9340.1611328125,9095.32421875,9314.126953125,18616048626,9508.805908203125,9444.36927734375,48.044207252676955,0,178129.33535827466
2020-06-26,9162.91796875,9310.5166015625,9101.73828125,9260.9951171875,18341465837,9484.267822265625,9428.597265625,38.6391680625349,0,178129.33535827466
2020-06-27,9045.390625,9207.810546875,8998.216796875,9167.82421875,17273093144,9448.5947265625,9412.6517578125,35.77645258515956,0,178129.33535827466
2020-06-28,9143.58203125,9197.546875,8975.525390625,9048.4609375,14560870760,9417.199365234375,9403.64546875,42.00443949882592,0,178129.33535827466
2020-06-29,9190.8544921875,9237.5732421875,9041.8759765625,9140.029296875,16460547078,9386.957080078126,9412.3339453125,41.362827216293525,-1,178129.33535827466
2020-06-30,9137.9931640625,9217.8359375,9084.837890625,9185.5810546875,15735797744,9350.352001953124,9423.057890625,36.391451735286566,0,179153.84872132115
2020-07-01,9228.3251953125,9309.7548828125,9104.7353515625,9145.9853515625,15971550355,9345.67919921875,9431.53484375,41.61543371741253,0,177403.11001668786
2020-07-02,9123.41015625,9274.962890625,9036.623046875,9231.1396484375,16338916796,9327.80751953125,9428.60330078125,40.62832574447494,0,179436.48419241616
2020-07-03,9087.3037109375,9202.3447265625,9058.794921875,9124.8427734375,13078970999,9308.408837890625,9415.67494140625,43.0841735343086,0,180136.26864783678
2020-07-04,9132.48828125,9183.2958984375,9053.6298828125,9084.2333984375,12290528515,9295.69384765625,9411.76076171875,43.117974599771195,0,179260.53968432674
2020-07-05,9073.9423828125,9162.18359375,8977.015625,9126.0908203125,12903406143,9276.855859375,9405.6993359375,42.24983985638479,0,180395.2265608832
2020-07-06,9375.474609375,9375.474609375,9058.6640625,9072.849609375,17889263252,9268.728369140625,9399.79404296875,40.500968571830136,0,174551.1850571976
2020-07-07,9252.27734375,9360.6171875,9201.8154296875,9349.1611328125,13839652595,9257.3294921875,9390.3080859375,37.76648955568612,0,176938.88981983878
2020-07-08,9428.3330078125,9450.3359375,9249.5,9253.0205078125,19702359883,9258.1541015625,9384.293984375,54.090184893236554,0,173526.72847486587
2020-07-09,9277.9677734375,9431.37890625,9234.9990234375,9427.994140625,18000702524,9257.6515625,9379.3937109375,50.43731551259093,0,176440.97973224107
2020-07-10,9278.8076171875,9287.4716796875,9118.001953125,9273.357421875,16860035605,9254.97490234375,9383.33462890625,54.1302814916083,0,176424.7025940142
2020-07-11,9240.3466796875,9293.5322265625,9199.4853515625,9277.51171875,13249910444,9251.8107421875,9384.49001953125,57.36316539948496,0,177170.11981718478
2020-07-12,9276.5,9319.4189453125,9197.4501953125,9241.0546875,14452361907,9233.199853515625,9385.83427734375,55.266905346774955,0,176469.42687032823
2020-07-13,9243.6142578125,9306.4052734375,9224.29296875,9277.205078125,17519821266,9213.89765625,9394.89919921875,52.114729123968395,0,177106.79039333932
2020-07-14,9243.2138671875,9283.841796875,9171.6611328125,9238.703125,18085038362,9210.37783203125,9401.62478515625,54.40263342415421,0,177114.55042435447
2020-07-15,9192.8369140625,9275.3251953125,9171.93359375,9241.8974609375,15844731575,9206.77900390625,9408.78046875,48.4637367468759,0,178090.9137412973
2020-07-16,9132.2275390625,9214.3125,9088.947265625,9191.98046875,15713967523,9205.244482421875,9407.80466796875,50.39692413469308,0,179265.59316793905
2020-07-17,9151.392578125,9182.25390625,9089.2021484375,9131.8125,13944570749,9210.544580078125,9400.3175,52.929716621890805,0,178894.15265898305
2020-07-18,9159.0400390625,9230.9833984375,9100.82421875,9151.18359375,12252601475,9211.31748046875,9394.7158203125,51.25690537498208,0,178745.93606659406
2020-07-19,9185.8173828125,9201.3984375,9097.6328125,9158.005859375,12939002784,9211.065625,9384.42388671875,55.46015743708141,0,178226.960333826
2020-07-20,9164.2314453125,9214.2705078125,9137.509765625,9187.220703125,13755604146,9212.3775390625,9378.48734375,35.81347579778827,0,178645.32064006614
2020-07-21,9374.8876953125,9407.2626953125,9149.3896484375,9162.5146484375,18069581956,9219.7056640625,9362.6397265625,57.368592177682416,0,174562.5601270515
2020-07-22,9525.36328125,9530.5185546875,9319.6533203125,9375.080078125,16532254884,9239.8033203125,9362.55091796875,56.016266365365915,0,171646.1701294209
2020-07-23,9581.072265625,9610.2470703125,9483.00390625,9527.1416015625,18146399002,9264.491748046876,9361.0380078125,71.29310877096697,0,170566.46591164242
2020-07-24,9536.892578125,9623.3369140625,9481.4541015625,9585.5146484375,16552768325,9284.711962890626,9355.763125,67.08984033988398,0,171422.71908999493
2020-07-25,9677.11328125,9704.556640625,9530.2119140625,9539.4853515625,16610070933,9314.8705078125,9355.9947265625,75.48697468791565,0,168705.0805208763
2020-07-26,9905.1669921875,10023.8076171875,9652.84765625,9680.234375,20507998997,9341.355126953125,9361.02447265625,79.9723999988826,0,168705.0805208763
2020-07-27,10990.873046875,11298.2216796875,9903.9697265625,9905.2177734375,35359749590,9428.284912109375,9385.6648828125,91.5704500137314,0,168705.0805208763
2020-07-28,10912.8232421875,11204.3271484375,10632.6318359375,11017.4638671875,28766551142,9502.509423828125,9408.4915625,88.30762433038736,0,168705.0805208763
2020-07-29,11100.4677734375,11304.3974609375,10856.1416015625,10912.953125,24617249715,9593.634423828125,9434.5869140625,91.175198433777,0,168705.0805208763
2020-07-30,11111.2138671875,11169.3564453125,10895.455078125,11099.8330078125,22857247901,9685.254736328125,9459.409296875,93.65506312752692,0,168705.0805208763
2020-07-31,11323.466796875,11415.8642578125,10987.0537109375,11110.2109375,23160469766,9789.4107421875,9499.4430078125,94.15314335988896,0,168705.0805208763
2020-08-01,11759.5927734375,11794.775390625,11239.6826171875,11322.5703125,26075670303,9913.565380859374,9545.01798828125,95.02055790363482,0,168705.0805208763
2020-08-02,11053.6142578125,12034.14453125,11018.1298828125,11758.7646484375,27410067336,10004.065380859374,9576.5847265625,76.17879760262929,0,168705.0805208763
2020-08-03,11246.3486328125,11453.0791015625,11012.4150390625,11043.7685546875,20271713443,10104.222119140624,9613.7759375,77.84671252564482,0,168705.0805208763
2020-08-04,11205.892578125,11385.3818359375,11094.1455078125,11246.203125,21250197042,10204.87490234375,9648.87974609375,75.65630616318184,0,168705.0805208763
2020-08-05,11747.0224609375,11786.6171875,11158.28515625,11203.8232421875,24411254471,10335.6146484375,9693.05970703125,78.05842768246595,0,168705.0805208763
2020-08-06,11779.7734375,11902.3359375,11598.7138671875,11749.87109375,23400740340,10467.03369140625,9739.050078125,77.93044723550017,0,168705.0805208763
2020-08-07,11601.47265625,11898.0380859375,11408.59375,11778.89453125,23132312867,10589.155322265626,9782.84271484375,75.36245445475996,0,168705.0805208763
2020-08-08,11754.0458984375,11800.064453125,11558.431640625,11604.5537109375,17572057837,10717.566748046875,9832.16326171875,75.43700093984356,0,168705.0805208763
2020-08-09,11675.7392578125,11806.056640625,11548.7841796875,11737.3251953125,17489608833,10843.142138671876,9879.03123046875,72.51057946305345,0,168705.0805208763
2020-08-10,11878.111328125,12045.140625,11662.2568359375,11662.2568359375,26114112569,10968.3033203125,9930.520859375,64.54764735118849,0,168705.0805208763
2020-08-11,11410.525390625,11932.7109375,11195.708984375,11881.6474609375,27039782640,11062.56142578125,9965.75701171875,57.236234744751734,0,168705.0805208763
2020-08-12,11584.9345703125,11748.396484375,11249.60546875,11404.5966796875,25064548486,11162.754541015625,10004.8625390625,57.07101603790259,0,168705.0805208763
2020-08-13,11784.1376953125,11796.396484375,11216.8720703125,11588.4052734375,27522199497,11275.116796875,10054.2730859375,59.30949601720654,0,168705.0805208763
2020-08-14,11768.87109375,12150.994140625,11685.455078125,11772.6591796875,24237958589,11379.7046875,10104.35423828125,56.517107023707666,0,168705.0805208763
2020-08-15,11865.6982421875,11963.203125,11768.697265625,11768.697265625,23354924400,11477.73125,10158.40984375,51.72366966562217,0,168705.0805208763
2020-08-16,11892.8037109375,11934.9013671875,11737.1884765625,11866.685546875,20583375490,11522.827783203125,10215.35810546875,67.49024463913102,0,168705.0805208763
2020-08-17,12254.40234375,12359.056640625,11806.6962890625,11895.658203125,28227687027,11589.90673828125,10277.57451171875,69.62808730887635,0,168705.0805208763
2020-08-18,11991.2333984375,12335.70703125,11954.525390625,12251.8955078125,26043227672,11634.44501953125,10333.58208984375,64.07118908248364,0,168705.0805208763
